LSOA21CD,LSOA21NM,LSOA21NMW,WD25CD,WD25NM,WD25NMW,LAD25CD,LAD25NM,LAD25NMW,ObjectId
E01014882,South Gloucestershire 012E,,E05012107,Bradley Stoke South,,E06000025,South Gloucestershire,,2996
E01014885,South Gloucestershire 003B,,E05012108,Charfield,,E06000025,South Gloucestershire,,2997
E01014884,South Gloucestershire 003A,,E05012108,Charfield,,E06000025,South Gloucestershire,,2998
E01014951,South Gloucestershire 034B,,E05012109,Charlton & Cribbs,,E06000025,South Gloucestershire,,2999
E01035225,South Gloucestershire 034D,,E05012109,Charlton & Cribbs,,E06000025,South Gloucestershire,,3000
E01035226,South Gloucestershire 034E,,E05012109,Charlton & Cribbs,,E06000025,South Gloucestershire,,3001
E01035222,South Gloucestershire 033E,,E05012109,Charlton & Cribbs,,E06000025,South Gloucestershire,,3002
E01014932,South Gloucestershire 032C,,E05012118,Longwell Green,,E06000025,South Gloucestershire,,3003
E01014933,South Gloucestershire 032D,,E05012118,Longwell Green,,E06000025,South Gloucestershire,,3004
E01014923,South Gloucestershire 026B,,E05012119,New Cheltenham,,E06000025,South Gloucestershire,,3005
E01014955,South Gloucestershire 025A,,E05012119,New Cheltenham,,E06000025,South Gloucestershire,,3006
E01035224,South Gloucestershire 034C,,E05012109,Charlton & Cribbs,,E06000025,South Gloucestershire,,3007
E01014861,South Gloucestershire 005A,,E05012109,Charlton & Cribbs,,E06000025,South Gloucestershire,,3008
E01035223,South Gloucestershire 034A,,E05012109,Charlton & Cribbs,,E06000025,South Gloucestershire,,3009
E01014682,Bristol 028A,,E05010910,St George Central,,E06000023,"Bristol, City of",,3010
E01014887,South Gloucestershire 008B,,E05012110,Chipping Sodbury & Cotswold Edge,,E06000025,South Gloucestershire,,3011
E01014891,South Gloucestershire 024F,,E05012110,Chipping Sodbury & Cotswold Edge,,E06000025,South Gloucestershire,,3012
E01014673,Bristol 027A,,E05010910,St George Central,,E06000023,"Bristol, City of",,3013
E01014888,South Gloucestershire 008C,,E05012110,Chipping Sodbury & Cotswold Edge,,E06000025,South Gloucestershire,,3014
E01014676,Bristol 027D,,E05010910,St George Central,,E06000023,"Bristol, City of",,3015
E01014957,South Gloucestershire 025C,,E05012119,New Cheltenham,,E06000025,South Gloucestershire,,3016
E01014956,South Gloucestershire 025B,,E05012119,New Cheltenham,,E06000025,South Gloucestershire,,3017
E01014958,South Gloucestershire 027E,,E05012119,New Cheltenham,,E06000025,South Gloucestershire,,3018
E01014886,South Gloucestershire 008A,,E05012110,Chipping Sodbury & Cotswold Edge,,E06000025,South Gloucestershire,,3019
E01033339,South Gloucestershire 019G,,E05012119,New Cheltenham,,E06000025,South Gloucestershire,,3020
E01014687,Bristol 028E,,E05010910,St George Central,,E06000023,"Bristol, City of",,3021
E01014930,South Gloucestershire 003D,,E05012110,Chipping Sodbury & Cotswold Edge,,E06000025,South Gloucestershire,,3022
E01033338,South Gloucestershire 019F,,E05012119,New Cheltenham,,E06000025,South Gloucestershire,,3023
E01014685,Bristol 028C,,E05010910,St George Central,,E06000023,"Bristol, City of",,3024
E01014890,South Gloucestershire 024E,,E05012110,Chipping Sodbury & Cotswold Edge,,E06000025,South Gloucestershire,,3025
E01014945,South Gloucestershire 030G,,E05012120,Parkwall & Warmley,,E06000025,South Gloucestershire,,3026
E01014894,South Gloucestershire 014C,,E05012111,Dodington,,E06000025,South Gloucestershire,,3027
E01014943,South Gloucestershire 029A,,E05012120,Parkwall & Warmley,,E06000025,South Gloucestershire,,3028
E01014675,Bristol 027C,,E05010910,St George Central,,E06000023,"Bristol, City of",,3029
E01014683,Bristol 028B,,E05010910,St George Central,,E06000023,"Bristol, City of",,3030
E01014680,Bristol 033D,,E05010911,St George Troopers Hill,,E06000023,"Bristol, City of",,3031
E01014893,South Gloucestershire 014B,,E05012111,Dodington,,E06000025,South Gloucestershire,,3032
E01014678,Bristol 033B,,E05010911,St George Troopers Hill,,E06000023,"Bristol, City of",,3033
E01014972,South Gloucestershire 029C,,E05012120,Parkwall & Warmley,,E06000025,South Gloucestershire,,3034
E01014677,Bristol 033A,,E05010911,St George Troopers Hill,,E06000023,"Bristol, City of",,3035
E01014944,South Gloucestershire 029B,,E05012120,Parkwall & Warmley,,E06000025,South Gloucestershire,,3036
E01014679,Bristol 033C,,E05010911,St George Troopers Hill,,E06000023,"Bristol, City of",,3037
E01014941,South Gloucestershire 030E,,E05012120,Parkwall & Warmley,,E06000025,South Gloucestershire,,3038
E01014684,Bristol 029E,,E05010912,St George West,,E06000023,"Bristol, City of",,3039
E01014950,South Gloucestershire 033D,,E05012121,Patchway Coniston,,E06000025,South Gloucestershire,,3040
E01014681,Bristol 029D,,E05010912,St George West,,E06000023,"Bristol, City of",,3041
E01014946,South Gloucestershire 033C,,E05012121,Patchway Coniston,,E06000025,South Gloucestershire,,3042
E01014686,Bristol 028D,,E05010912,St George West,,E06000023,"Bristol, City of",,3043
E01014948,South Gloucestershire 033A,,E05012121,Patchway Coniston,,E06000025,South Gloucestershire,,3044
E01014694,Bristol 002G,,E05010913,Southmead,,E06000023,"Bristol, City of",,3045
E01014954,South Gloucestershire 005D,,E05012122,Pilning & Severn Beach,,E06000025,South Gloucestershire,,3046
E01014690,Bristol 002C,,E05010913,Southmead,,E06000023,"Bristol, City of",,3047
E01014953,South Gloucestershire 005C,,E05012122,Pilning & Severn Beach,,E06000025,South Gloucestershire,,3048
E01014688,Bristol 002A,,E05010913,Southmead,,E06000023,"Bristol, City of",,3049
E01014863,South Gloucestershire 004A,,E05012123,Severn Vale,,E06000025,South Gloucestershire,,3050
E01014689,Bristol 002B,,E05010913,Southmead,,E06000023,"Bristol, City of",,3051
E01014963,South Gloucestershire 004D,,E05012123,Severn Vale,,E06000025,South Gloucestershire,,3052
E01014692,Bristol 002E,,E05010913,Southmead,,E06000023,"Bristol, City of",,3053
E01014864,South Gloucestershire 004B,,E05012123,Severn Vale,,E06000025,South Gloucestershire,,3054
E01014691,Bristol 002D,,E05010913,Southmead,,E06000023,"Bristol, City of",,3055
E01014962,South Gloucestershire 004C,,E05012123,Severn Vale,,E06000025,South Gloucestershire,,3056
E01014720,Bristol 006C,,E05010913,Southmead,,E06000023,"Bristol, City of",,3057
E01014862,South Gloucestershire 005B,,E05012123,Severn Vale,,E06000025,South Gloucestershire,,3058
E01014699,Bristol 036D,,E05010914,Southville,,E06000023,"Bristol, City of",,3059
E01014960,South Gloucestershire 023B,,E05012124,Staple Hill & Mangotsfield,,E06000025,South Gloucestershire,,3060
E01033359,Bristol 039E,,E05010914,Southville,,E06000023,"Bristol, City of",,3061
E01014961,South Gloucestershire 023C,,E05012124,Staple Hill & Mangotsfield,,E06000025,South Gloucestershire,,3062
E01014700,Bristol 036E,,E05010914,Southville,,E06000023,"Bristol, City of",,3063
E01014973,South Gloucestershire 026D,,E05012124,Staple Hill & Mangotsfield,,E06000025,South Gloucestershire,,3064
E01014977,South Gloucestershire 025E,,E05012124,Staple Hill & Mangotsfield,,E06000025,South Gloucestershire,,3065
E01014959,South Gloucestershire 023A,,E05012124,Staple Hill & Mangotsfield,,E06000025,South Gloucestershire,,3066
E01014974,South Gloucestershire 025D,,E05012124,Staple Hill & Mangotsfield,,E06000025,South Gloucestershire,,3067
E01014976,South Gloucestershire 026F,,E05012124,Staple Hill & Mangotsfield,,E06000025,South Gloucestershire,,3068
E01014975,South Gloucestershire 026E,,E05012124,Staple Hill & Mangotsfield,,E06000025,South Gloucestershire,,3069
E01014978,South Gloucestershire 036A,,E05012125,Stoke Gifford,,E06000025,South Gloucestershire,,3070
E01014873,South Gloucestershire 012A,,E05012125,Stoke Gifford,,E06000025,South Gloucestershire,,3071
E01035227,South Gloucestershire 035A,,E05012125,Stoke Gifford,,E06000025,South Gloucestershire,,3072
E01014874,South Gloucestershire 009B,,E05012125,Stoke Gifford,,E06000025,South Gloucestershire,,3073
E01014982,South Gloucestershire 015C,,E05012125,Stoke Gifford,,E06000025,South Gloucestershire,,3074
E01014984,South Gloucestershire 015E,,E05012125,Stoke Gifford,,E06000025,South Gloucestershire,,3075
E01014979,South Gloucestershire 015A,,E05012125,Stoke Gifford,,E06000025,South Gloucestershire,,3076
E01014983,South Gloucestershire 015D,,E05012125,Stoke Gifford,,E06000025,South Gloucestershire,,3077
E01014980,South Gloucestershire 015B,,E05012125,Stoke Gifford,,E06000025,South Gloucestershire,,3078
E01035232,South Gloucestershire 036B,,E05012125,Stoke Gifford,,E06000025,South Gloucestershire,,3079
E01035229,South Gloucestershire 035C,,E05012126,Stoke Park & Cheswick,,E06000025,South Gloucestershire,,3080
E01035231,South Gloucestershire 035E,,E05012126,Stoke Park & Cheswick,,E06000025,South Gloucestershire,,3081
E01033361,Bristol 039F,,E05010914,Southville,,E06000023,"Bristol, City of",,3082
E01014698,Bristol 036C,,E05010914,Southville,,E06000023,"Bristol, City of",,3083
E01014701,Bristol 036F,,E05010914,Southville,,E06000023,"Bristol, City of",,3084
E01014695,Bristol 036A,,E05010914,Southville,,E06000023,"Bristol, City of",,3085
E01014696,Bristol 036B,,E05010914,Southville,,E06000023,"Bristol, City of",,3086
E01014702,Bristol 049A,,E05010915,Stockwood,,E06000023,"Bristol, City of",,3087
E01014707,Bristol 049F,,E05010915,Stockwood,,E06000023,"Bristol, City of",,3088
E01014705,Bristol 049D,,E05010915,Stockwood,,E06000023,"Bristol, City of",,3089
E01014704,Bristol 049C,,E05010915,Stockwood,,E06000023,"Bristol, City of",,3090
E01014708,Bristol 049G,,E05010915,Stockwood,,E06000023,"Bristol, City of",,3091
E01014706,Bristol 049E,,E05010915,Stockwood,,E06000023,"Bristol, City of",,3092
E01014703,Bristol 049B,,E05010915,Stockwood,,E06000023,"Bristol, City of",,3093
E01014713,Bristol 015E,,E05010916,Stoke Bishop,,E06000023,"Bristol, City of",,3094
E01014710,Bristol 015B,,E05010916,Stoke Bishop,,E06000023,"Bristol, City of",,3095
E01014643,Bristol 007C,,E05010916,Stoke Bishop,,E06000023,"Bristol, City of",,3096
E01014644,Bristol 007D,,E05010916,Stoke Bishop,,E06000023,"Bristol, City of",,3097
E01014714,Bristol 015F,,E05010916,Stoke Bishop,,E06000023,"Bristol, City of",,3098
E01014711,Bristol 015C,,E05010916,Stoke Bishop,,E06000023,"Bristol, City of",,3099
E01014709,Bristol 015A,,E05010916,Stoke Bishop,,E06000023,"Bristol, City of",,3100
E01014712,Bristol 015D,,E05010916,Stoke Bishop,,E06000023,"Bristol, City of",,3101
E01014619,Bristol 017A,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3102
E01014717,Bristol 009C,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3103
E01014721,Bristol 006D,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3104
E01014618,Bristol 011C,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3105
E01014621,Bristol 017B,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3106
E01014719,Bristol 006B,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3107
E01014718,Bristol 009D,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3108
E01014615,Bristol 011A,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3109
E01014617,Bristol 011B,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3110
E01014620,Bristol 011D,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3111
E01014715,Bristol 009A,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3112
E01014616,Bristol 006A,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3113
E01014716,Bristol 009B,,E05010917,Westbury-on-Trym and Henleaze,,E06000023,"Bristol, City of",,3114
E01014732,Bristol 037C,,E05010918,Windmill Hill,,E06000023,"Bristol, City of",,3115
E01014734,Bristol 040C,,E05010918,Windmill Hill,,E06000023,"Bristol, City of",,3116
E01014736,Bristol 040D,,E05010918,Windmill Hill,,E06000023,"Bristol, City of",,3117
E01014733,Bristol 040B,,E05010918,Windmill Hill,,E06000023,"Bristol, City of",,3118
E01014502,Bristol 039B,,E05010918,Windmill Hill,,E06000023,"Bristol, City of",,3119
E01014731,Bristol 037B,,E05010918,Windmill Hill,,E06000023,"Bristol, City of",,3120
E01014735,Bristol 037D,,E05010918,Windmill Hill,,E06000023,"Bristol, City of",,3121
E01014730,Bristol 037A,,E05010918,Windmill Hill,,E06000023,"Bristol, City of",,3122
E01014738,North Somerset 011B,,E05010276,Backwell,,E06000024,North Somerset,,3123
E01014737,North Somerset 011A,,E05010276,Backwell,,E06000024,North Somerset,,3124
E01014739,North Somerset 011C,,E05010276,Backwell,,E06000024,North Somerset,,3125
E01014746,North Somerset 023B,,E05010277,Banwell & Winscombe,,E06000024,North Somerset,,3126
E01014744,North Somerset 023A,,E05010277,Banwell & Winscombe,,E06000024,North Somerset,,3127
E01014741,North Somerset 024A,,E05010277,Banwell & Winscombe,,E06000024,North Somerset,,3128
E01014742,North Somerset 024B,,E05010277,Banwell & Winscombe,,E06000024,North Somerset,,3129
E01014745,North Somerset 024C,,E05010277,Banwell & Winscombe,,E06000024,North Somerset,,3130
E01014749,North Somerset 024F,,E05010278,Blagdon & Churchill,,E06000024,North Somerset,,3131
E01014747,North Somerset 024D,,E05010278,Blagdon & Churchill,,E06000024,North Somerset,,3132
E01014748,North Somerset 024E,,E05010278,Blagdon & Churchill,,E06000024,North Somerset,,3133
E01014752,North Somerset 005A,,E05010279,Clevedon East,,E06000024,North Somerset,,3134
E01014753,North Somerset 007C,,E05010279,Clevedon East,,E06000024,North Somerset,,3135
E01014757,North Somerset 010B,,E05010280,Clevedon South,,E06000024,North Somerset,,3136
E01014756,North Somerset 010A,,E05010280,Clevedon South,,E06000024,North Somerset,,3137
E01014751,North Somerset 007B,,E05010280,Clevedon South,,E06000024,North Somerset,,3138
E01014758,North Somerset 005C,,E05010281,Clevedon Walton,,E06000024,North Somerset,,3139
E01014754,North Somerset 005B,,E05010281,Clevedon Walton,,E06000024,North Somerset,,3140
E01014759,North Somerset 005D,,E05010281,Clevedon Walton,,E06000024,North Somerset,,3141
E01014755,North Somerset 007D,,E05010282,Clevedon West,,E06000024,North Somerset,,3142
E01014760,North Somerset 007E,,E05010282,Clevedon West,,E06000024,North Somerset,,3143
E01014750,North Somerset 007A,,E05010282,Clevedon West,,E06000024,North Somerset,,3144
E01014762,North Somerset 010D,,E05010283,Clevedon Yeo,,E06000024,North Somerset,,3145
E01014761,North Somerset 010C,,E05010283,Clevedon Yeo,,E06000024,North Somerset,,3146
E01014763,North Somerset 010E,,E05010283,Clevedon Yeo,,E06000024,North Somerset,,3147
E01014765,North Somerset 014B,,E05010284,Congresbury & Puxton,,E06000024,North Somerset,,3148
E01014764,North Somerset 014A,,E05010284,Congresbury & Puxton,,E06000024,North Somerset,,3149
E01035212,North Somerset 006I,,E05010285,Gordano Valley,,E06000024,North Somerset,,3150
E01014895,South Gloucestershire 014D,,E05012111,Dodington,,E06000025,South Gloucestershire,,3151
E01014889,South Gloucestershire 008D,,E05012111,Dodington,,E06000025,South Gloucestershire,,3152
E01014892,South Gloucestershire 014A,,E05012111,Dodington,,E06000025,South Gloucestershire,,3153
E01014896,South Gloucestershire 014E,,E05012111,Dodington,,E06000025,South Gloucestershire,,3154
E01015013,South Gloucestershire 010E,,E05012111,Dodington,,E06000025,South Gloucestershire,,3155
E01014965,South Gloucestershire 020D,,E05012112,Emersons Green,,E06000025,South Gloucestershire,,3156
E01035221,South Gloucestershire 021I,,E05012112,Emersons Green,,E06000025,South Gloucestershire,,3157
E01014968,South Gloucestershire 023D,,E05012112,Emersons Green,,E06000025,South Gloucestershire,,3158
E01014969,South Gloucestershire 021D,,E05012112,Emersons Green,,E06000025,South Gloucestershire,,3159
E01035217,South Gloucestershire 019H,,E05012112,Emersons Green,,E06000025,South Gloucestershire,,3160
E01035218,South Gloucestershire 019I,,E05012112,Emersons Green,,E06000025,South Gloucestershire,,3161
E01014967,South Gloucestershire 021C,,E05012112,Emersons Green,,E06000025,South Gloucestershire,,3162
E01035220,South Gloucestershire 021H,,E05012112,Emersons Green,,E06000025,South Gloucestershire,,3163
E01033336,South Gloucestershire 021G,,E05012112,Emersons Green,,E06000025,South Gloucestershire,,3164
E01033334,South Gloucestershire 021F,,E05012112,Emersons Green,,E06000025,South Gloucestershire,,3165
E01014904,South Gloucestershire 018A,,E05012113,Filton,,E06000025,South Gloucestershire,,3166
E01014905,South Gloucestershire 018B,,E05012113,Filton,,E06000025,South Gloucestershire,,3167
E01014908,South Gloucestershire 018E,,E05012113,Filton,,E06000025,South Gloucestershire,,3168
E01014910,South Gloucestershire 018G,,E05012113,Filton,,E06000025,South Gloucestershire,,3169
E01014906,South Gloucestershire 018C,,E05012113,Filton,,E06000025,South Gloucestershire,,3170
E01014909,South Gloucestershire 018F,,E05012113,Filton,,E06000025,South Gloucestershire,,3171
E01014907,South Gloucestershire 018D,,E05012113,Filton,,E06000025,South Gloucestershire,,3172
E01014911,South Gloucestershire 013A,,E05012114,Frampton Cotterell,,E06000025,South Gloucestershire,,3173
E01014929,South Gloucestershire 003C,,E05012114,Frampton Cotterell,,E06000025,South Gloucestershire,,3174
E01014914,South Gloucestershire 013D,,E05012114,Frampton Cotterell,,E06000025,South Gloucestershire,,3175
E01014994,South Gloucestershire 019D,,E05012114,Frampton Cotterell,,E06000025,South Gloucestershire,,3176
E01014913,South Gloucestershire 013C,,E05012114,Frampton Cotterell,,E06000025,South Gloucestershire,,3177
E01014912,South Gloucestershire 013B,,E05012114,Frampton Cotterell,,E06000025,South Gloucestershire,,3178
E01014995,South Gloucestershire 019E,,E05012114,Frampton Cotterell,,E06000025,South Gloucestershire,,3179
E01014901,South Gloucestershire 020A,,E05012115,Frenchay & Downend,,E06000025,South Gloucestershire,,3180
E01014900,South Gloucestershire 022D,,E05012115,Frenchay & Downend,,E06000025,South Gloucestershire,,3181
E01014964,South Gloucestershire 021A,,E05012115,Frenchay & Downend,,E06000025,South Gloucestershire,,3182
E01035233,South Gloucestershire 036C,,E05012115,Frenchay & Downend,,E06000025,South Gloucestershire,,3183
E01014898,South Gloucestershire 022B,,E05012115,Frenchay & Downend,,E06000025,South Gloucestershire,,3184
E01014899,South Gloucestershire 022C,,E05012115,Frenchay & Downend,,E06000025,South Gloucestershire,,3185
E01014903,South Gloucestershire 020C,,E05012115,Frenchay & Downend,,E06000025,South Gloucestershire,,3186
E01014897,South Gloucestershire 022A,,E05012115,Frenchay & Downend,,E06000025,South Gloucestershire,,3187
E01014996,South Gloucestershire 036D,,E05012115,Frenchay & Downend,,E06000025,South Gloucestershire,,3188
E01014902,South Gloucestershire 020B,,E05012115,Frenchay & Downend,,E06000025,South Gloucestershire,,3189
E01014915,South Gloucestershire 028A,,E05012116,Hanham,,E06000025,South Gloucestershire,,3190
E01014919,South Gloucestershire 031D,,E05012116,Hanham,,E06000025,South Gloucestershire,,3191
E01014920,South Gloucestershire 031E,,E05012116,Hanham,,E06000025,South Gloucestershire,,3192
E01014918,South Gloucestershire 031C,,E05012116,Hanham,,E06000025,South Gloucestershire,,3193
E01014917,South Gloucestershire 031B,,E05012116,Hanham,,E06000025,South Gloucestershire,,3194
E01015003,South Gloucestershire 028B,,E05012116,Hanham,,E06000025,South Gloucestershire,,3195
E01014916,South Gloucestershire 031A,,E05012116,Hanham,,E06000025,South Gloucestershire,,3196
E01014921,South Gloucestershire 031F,,E05012116,Hanham,,E06000025,South Gloucestershire,,3197
E01014927,South Gloucestershire 027C,,E05012117,Kingswood,,E06000025,South Gloucestershire,,3198
E01014922,South Gloucestershire 026A,,E05012117,Kingswood,,E06000025,South Gloucestershire,,3199
E01014924,South Gloucestershire 026C,,E05012117,Kingswood,,E06000025,South Gloucestershire,,3200
E01015141,Plymouth 031F,,E05002092,Plymstock Radford,,E06000026,Plymouth,,3201
E01015137,Plymouth 031C,,E05002092,Plymstock Radford,,E06000026,Plymouth,,3203
E01034157,Plymouth 031G,,E05002092,Plymstock Radford,,E06000026,Plymouth,,3204
E01034158,Plymouth 031H,,E05002092,Plymstock Radford,,E06000026,Plymouth,,3205
E01015139,Plymouth 031E,,E05002092,Plymstock Radford,,E06000026,Plymouth,,3207
E01015144,Plymouth 009D,,E05002093,St Budeaux,,E06000026,Plymouth,,3210
E01015230,Torbay 011F,,E05012263,Preston,,E06000027,Torbay,,3212
E01015032,Plymouth 023B,,E05002079,Compton,,E06000026,Plymouth,,3213
E01015085,Plymouth 006A,,E05002085,Honicknowle,,E06000026,Plymouth,,3215
E01015149,Plymouth 009F,,E05002093,St Budeaux,,E06000026,Plymouth,,3216
E01015226,Torbay 011C,,E05012263,Preston,,E06000027,Torbay,,3219
E01015264,Torbay 001C,,E05012254,Barton with Watcombe,,E06000027,Torbay,,3220
E01015041,Plymouth 014C,,E05002080,Devonport,,E06000026,Plymouth,,3221
E01015086,Plymouth 007D,,E05002085,Honicknowle,,E06000026,Plymouth,,3223
E01015148,Plymouth 006E,,E05002093,St Budeaux,,E06000026,Plymouth,,3224
E01015225,Torbay 011B,,E05012263,Preston,,E06000027,Torbay,,3227
E01015042,Plymouth 020A,,E05002080,Devonport,,E06000026,Plymouth,,3228
E01015043,Plymouth 026A,,E05002080,Devonport,,E06000026,Plymouth,,3229
E01015047,Plymouth 026D,,E05002080,Devonport,,E06000026,Plymouth,,3230
E01015040,Plymouth 014B,,E05002080,Devonport,,E06000026,Plymouth,,3231
E01015039,Plymouth 014A,,E05002080,Devonport,,E06000026,Plymouth,,3232
E01015048,Plymouth 026E,,E05002080,Devonport,,E06000026,Plymouth,,3233
E01015044,Plymouth 020B,,E05002080,Devonport,,E06000026,Plymouth,,3234
E01015045,Plymouth 026B,,E05002080,Devonport,,E06000026,Plymouth,,3235
E01015046,Plymouth 026C,,E05002080,Devonport,,E06000026,Plymouth,,3236
E01015049,Plymouth 023C,,E05002081,Drake,,E06000026,Plymouth,,3237
E01015050,Plymouth 023D,,E05002081,Drake,,E06000026,Plymouth,,3238
E01015053,Plymouth 027A,,E05002081,Drake,,E06000026,Plymouth,,3239
E01015051,Plymouth 023E,,E05002081,Drake,,E06000026,Plymouth,,3240
E01015052,Plymouth 028A,,E05002081,Drake,,E06000026,Plymouth,,3241
E01015054,Plymouth 027B,,E05002081,Drake,,E06000026,Plymouth,,3242
E01015056,Plymouth 021B,,E05002082,Efford and Lipson,,E06000026,Plymouth,,3243
E01015057,Plymouth 021C,,E05002082,Efford and Lipson,,E06000026,Plymouth,,3244
E01015055,Plymouth 021A,,E05002082,Efford and Lipson,,E06000026,Plymouth,,3245
E01015059,Plymouth 021D,,E05002082,Efford and Lipson,,E06000026,Plymouth,,3246
E01015063,Plymouth 010A,,E05002082,Efford and Lipson,,E06000026,Plymouth,,3247
E01015060,Plymouth 021E,,E05002082,Efford and Lipson,,E06000026,Plymouth,,3248
E01015062,Plymouth 025B,,E05002082,Efford and Lipson,,E06000026,Plymouth,,3249
E01015058,Plymouth 012C,,E05002082,Efford and Lipson,,E06000026,Plymouth,,3250
E01015061,Plymouth 025A,,E05002082,Efford and Lipson,,E06000026,Plymouth,,3251
E01015067,Plymouth 012E,,E05002083,Eggbuckland,,E06000026,Plymouth,,3252
E01015071,Plymouth 008D,,E05002083,Eggbuckland,,E06000026,Plymouth,,3253
E01015068,Plymouth 010B,,E05002083,Eggbuckland,,E06000026,Plymouth,,3254
E01015069,Plymouth 010C,,E05002083,Eggbuckland,,E06000026,Plymouth,,3255
E01015065,Plymouth 008C,,E05002083,Eggbuckland,,E06000026,Plymouth,,3256
E01015064,Plymouth 008B,,E05002083,Eggbuckland,,E06000026,Plymouth,,3257
E01015070,Plymouth 007B,,E05002083,Eggbuckland,,E06000026,Plymouth,,3258
E01015066,Plymouth 012D,,E05002083,Eggbuckland,,E06000026,Plymouth,,3259
E01015072,Plymouth 013A,,E05002084,Ham,,E06000026,Plymouth,,3260
E01015078,Plymouth 013C,,E05002084,Ham,,E06000026,Plymouth,,3261
E01015079,Plymouth 011C,,E05002084,Ham,,E06000026,Plymouth,,3262
E01015077,Plymouth 011B,,E05002084,Ham,,E06000026,Plymouth,,3263
E01015076,Plymouth 009A,,E05002084,Ham,,E06000026,Plymouth,,3264
E01015073,Plymouth 013B,,E05002084,Ham,,E06000026,Plymouth,,3265
E01015075,Plymouth 014D,,E05002084,Ham,,E06000026,Plymouth,,3266
E01015080,Plymouth 013D,,E05002084,Ham,,E06000026,Plymouth,,3267
E01015074,Plymouth 011A,,E05002084,Ham,,E06000026,Plymouth,,3268
E01015087,Plymouth 006B,,E05002085,Honicknowle,,E06000026,Plymouth,,3269
E01015084,Plymouth 004D,,E05002085,Honicknowle,,E06000026,Plymouth,,3270
E01015088,Plymouth 006C,,E05002085,Honicknowle,,E06000026,Plymouth,,3271
E01015083,Plymouth 004C,,E05002085,Honicknowle,,E06000026,Plymouth,,3272
E01015082,Plymouth 004B,,E05002085,Honicknowle,,E06000026,Plymouth,,3273
E01015089,Plymouth 007E,,E05002085,Honicknowle,,E06000026,Plymouth,,3274
E01015081,Plymouth 007C,,E05002085,Honicknowle,,E06000026,Plymouth,,3275
E01015266,Torbay 001E,,E05012254,Barton with Watcombe,,E06000027,Torbay,,3276
E01015095,Plymouth 010D,,E05002086,Moor View,,E06000026,Plymouth,,3278
E01015262,Torbay 001A,,E05012254,Barton with Watcombe,,E06000027,Torbay,,3279
E01015146,Plymouth 009E,,E05002093,St Budeaux,,E06000026,Plymouth,,3280
E01015224,Torbay 011A,,E05012263,Preston,,E06000027,Torbay,,3330
E01015092,Plymouth 005C,,E05002086,Moor View,,E06000026,Plymouth,,3377
E01015150,Plymouth 009G,,E05002093,St Budeaux,,E06000026,Plymouth,,3378
E01015253,Torbay 003E,,E05012254,Barton with Watcombe,,E06000027,Torbay,,3380
E01034170,Torbay 003H,,E05012254,Barton with Watcombe,,E06000027,Torbay,,3382
E01015228,Torbay 011E,,E05012263,Preston,,E06000027,Torbay,,3383
E01015263,Torbay 001B,,E05012254,Barton with Watcombe,,E06000027,Torbay,,3385
E01015232,Torbay 014C,,E05012264,Roundham with Hyde,,E06000027,Torbay,,3386
E01015143,Plymouth 009C,,E05002093,St Budeaux,,E06000026,Plymouth,,3387
E01015096,Plymouth 010E,,E05002086,Moor View,,E06000026,Plymouth,,3388
E01034169,Torbay 003G,,E05012254,Barton with Watcombe,,E06000027,Torbay,,3390
E01015233,Torbay 014D,,E05012264,Roundham with Hyde,,E06000027,Torbay,,3391
E01015142,Plymouth 009B,,E05002093,St Budeaux,,E06000026,Plymouth,,3392
E01015093,Plymouth 005D,,E05002086,Moor View,,E06000026,Plymouth,,3393
E01015200,Torbay 016D,,E05012255,Churston with Galmpton,,E06000027,Torbay,,3395
E01015231,Torbay 014B,,E05012264,Roundham with Hyde,,E06000027,Torbay,,3396
E01015147,Plymouth 006D,,E05002093,St Budeaux,,E06000026,Plymouth,,3397
E01015091,Plymouth 005B,,E05002086,Moor View,,E06000026,Plymouth,,3398
E01015198,Torbay 016B,,E05012255,Churston with Galmpton,,E06000027,Torbay,,3400
E01015235,Torbay 014F,,E05012264,Roundham with Hyde,,E06000027,Torbay,,3401
E01015145,Plymouth 014E,,E05002093,St Budeaux,,E06000026,Plymouth,,3402
E01015097,Plymouth 001B,,E05002086,Moor View,,E06000026,Plymouth,,3403
E01015199,Torbay 016C,,E05012255,Churston with Galmpton,,E06000027,Torbay,,3405
E01015234,Torbay 014E,,E05012264,Roundham with Hyde,,E06000027,Torbay,,3406
