LSOA21CD,LSOA21NM,LSOA21NMW,WD25CD,WD25NM,WD25NMW,LAD25CD,LAD25NM,LAD25NMW,ObjectId
E01014663,Bristol 014B,,E05010908,Lockleaze,,E06000023,"Bristol, City of",,2760
E01014539,Bristol 025A,,E05010895,Cotham,,E06000023,"Bristol, City of",,2761
E01014612,Bristol 052B,,E05010902,Hengrove and Whitchurch Park,,E06000023,"Bristol, City of",,2763
E01014438,Bath and North East Somerset 014D,,E05012477,Moorlands,,E06000022,Bath and North East Somerset,,2764
E01014660,Bristol 014A,,E05010908,Lockleaze,,E06000023,"Bristol, City of",,2765
E01014557,Bristol 022A,,E05010895,Cotham,,E06000023,"Bristol, City of",,2766
E01014614,Bristol 047F,,E05010902,Hengrove and Whitchurch Park,,E06000023,"Bristol, City of",,2768
E01014417,Bath and North East Somerset 017C,,E05012477,Moorlands,,E06000022,Bath and North East Somerset,,2769
E01014662,Bristol 010D,,E05010908,Lockleaze,,E06000023,"Bristol, City of",,2770
E01014563,Bristol 025D,,E05010895,Cotham,,E06000023,"Bristol, City of",,2771
E01014607,Bristol 047A,,E05010902,Hengrove and Whitchurch Park,,E06000023,"Bristol, City of",,2773
E01014429,Bath and North East Somerset 008C,,E05012478,Newbridge,,E06000022,Bath and North East Somerset,,2774
E01014664,Bristol 014C,,E05010908,Lockleaze,,E06000023,"Bristol, City of",,2775
E01014562,Bristol 022E,,E05010895,Cotham,,E06000023,"Bristol, City of",,2776
E01014722,Bristol 052C,,E05010902,Hengrove and Whitchurch Park,,E06000023,"Bristol, City of",,2778
E01014428,Bath and North East Somerset 008B,,E05012478,Newbridge,,E06000022,Bath and North East Somerset,,2779
E01014561,Bristol 025C,,E05010895,Cotham,,E06000023,"Bristol, City of",,2781
E01014659,Bristol 005C,,E05010908,Lockleaze,,E06000023,"Bristol, City of",,2782
E01014430,Bath and North East Somerset 008D,,E05012478,Newbridge,,E06000022,Bath and North East Somerset,,2783
E01014665,Bristol 014D,,E05010908,Lockleaze,,E06000023,"Bristol, City of",,2784
E01014564,Bristol 055A,,E05010896,Easton,,E06000023,"Bristol, City of",,2785
E01014427,Bath and North East Somerset 008A,,E05012478,Newbridge,,E06000022,Bath and North East Somerset,,2787
E01014667,Bristol 017D,,E05010909,Redland,,E06000023,"Bristol, City of",,2788
E01014570,Bristol 057C,,E05010896,Easton,,E06000023,"Bristol, City of",,2789
E01014433,Bath and North East Somerset 019C,,E05012479,Odd Down,,E06000022,Bath and North East Somerset,,2791
E01014666,Bristol 017C,,E05010909,Redland,,E06000023,"Bristol, City of",,2792
E01014567,Bristol 029C,,E05010896,Easton,,E06000023,"Bristol, City of",,2793
E01014565,Bristol 029A,,E05010896,Easton,,E06000023,"Bristol, City of",,2795
E01014569,Bristol 057B,,E05010896,Easton,,E06000023,"Bristol, City of",,2797
E01035228,South Gloucestershire 035B,,E05012126,Stoke Park & Cheswick,,E06000025,South Gloucestershire,,2801
E01035230,South Gloucestershire 035D,,E05012126,Stoke Park & Cheswick,,E06000025,South Gloucestershire,,2802
E01014986,South Gloucestershire 001B,,E05012127,Thornbury,,E06000025,South Gloucestershire,,2803
E01014992,South Gloucestershire 002C,,E05012127,Thornbury,,E06000025,South Gloucestershire,,2804
E01014988,South Gloucestershire 001D,,E05012127,Thornbury,,E06000025,South Gloucestershire,,2805
E01014989,South Gloucestershire 001E,,E05012127,Thornbury,,E06000025,South Gloucestershire,,2806
E01014991,South Gloucestershire 002B,,E05012127,Thornbury,,E06000025,South Gloucestershire,,2807
E01014993,South Gloucestershire 002D,,E05012127,Thornbury,,E06000025,South Gloucestershire,,2808
E01014985,South Gloucestershire 001A,,E05012127,Thornbury,,E06000025,South Gloucestershire,,2809
E01014990,South Gloucestershire 002A,,E05012127,Thornbury,,E06000025,South Gloucestershire,,2810
E01014987,South Gloucestershire 001C,,E05012127,Thornbury,,E06000025,South Gloucestershire,,2811
E01014999,South Gloucestershire 016B,,E05012128,Winterbourne,,E06000025,South Gloucestershire,,2812
E01014998,South Gloucestershire 016A,,E05012128,Winterbourne,,E06000025,South Gloucestershire,,2813
E01015000,South Gloucestershire 016C,,E05012128,Winterbourne,,E06000025,South Gloucestershire,,2814
E01015001,South Gloucestershire 016D,,E05012128,Winterbourne,,E06000025,South Gloucestershire,,2815
E01014928,South Gloucestershire 027D,,E05012129,Woodstock,,E06000025,South Gloucestershire,,2816
E01015004,South Gloucestershire 029E,,E05012129,Woodstock,,E06000025,South Gloucestershire,,2817
E01014925,South Gloucestershire 027A,,E05012129,Woodstock,,E06000025,South Gloucestershire,,2818
E01015002,South Gloucestershire 029D,,E05012129,Woodstock,,E06000025,South Gloucestershire,,2819
E01015008,South Gloucestershire 028E,,E05012129,Woodstock,,E06000025,South Gloucestershire,,2820
E01014926,South Gloucestershire 027B,,E05012129,Woodstock,,E06000025,South Gloucestershire,,2821
E01015006,South Gloucestershire 029F,,E05012129,Woodstock,,E06000025,South Gloucestershire,,2822
E01015017,South Gloucestershire 006D,,E05012130,Yate Central,,E06000025,South Gloucestershire,,2823
E01015018,South Gloucestershire 006E,,E05012130,Yate Central,,E06000025,South Gloucestershire,,2824
E01015011,South Gloucestershire 010C,,E05012130,Yate Central,,E06000025,South Gloucestershire,,2825
E01015009,South Gloucestershire 010A,,E05012130,Yate Central,,E06000025,South Gloucestershire,,2826
E01015012,South Gloucestershire 010D,,E05012130,Yate Central,,E06000025,South Gloucestershire,,2827
E01015010,South Gloucestershire 010B,,E05012130,Yate Central,,E06000025,South Gloucestershire,,2828
E01015015,South Gloucestershire 006B,,E05012131,Yate North,,E06000025,South Gloucestershire,,2829
E01015022,South Gloucestershire 007D,,E05012131,Yate North,,E06000025,South Gloucestershire,,2830
E01015014,South Gloucestershire 006A,,E05012131,Yate North,,E06000025,South Gloucestershire,,2831
E01015020,South Gloucestershire 007B,,E05012131,Yate North,,E06000025,South Gloucestershire,,2832
E01015021,South Gloucestershire 007C,,E05012131,Yate North,,E06000025,South Gloucestershire,,2833
E01015016,South Gloucestershire 006C,,E05012131,Yate North,,E06000025,South Gloucestershire,,2834
E01015019,South Gloucestershire 007A,,E05012131,Yate North,,E06000025,South Gloucestershire,,2835
E01015027,Plymouth 002A,,E05002078,Budshead,,E06000026,Plymouth,,2836
E01015030,Plymouth 007A,,E05002078,Budshead,,E06000026,Plymouth,,2837
E01015024,Plymouth 004A,,E05002078,Budshead,,E06000026,Plymouth,,2838
E01015026,Plymouth 003B,,E05002078,Budshead,,E06000026,Plymouth,,2839
E01015025,Plymouth 001A,,E05002078,Budshead,,E06000026,Plymouth,,2840
E01015029,Plymouth 008A,,E05002078,Budshead,,E06000026,Plymouth,,2841
E01015023,Plymouth 003A,,E05002078,Budshead,,E06000026,Plymouth,,2842
E01015028,Plymouth 003C,,E05002078,Budshead,,E06000026,Plymouth,,2843
E01015035,Plymouth 012A,,E05002079,Compton,,E06000026,Plymouth,,2844
E01015037,Plymouth 012B,,E05002079,Compton,,E06000026,Plymouth,,2845
E01015033,Plymouth 016A,,E05002079,Compton,,E06000026,Plymouth,,2846
E01015036,Plymouth 016C,,E05002079,Compton,,E06000026,Plymouth,,2847
E01015038,Plymouth 016D,,E05002079,Compton,,E06000026,Plymouth,,2848
E01015031,Plymouth 023A,,E05002079,Compton,,E06000026,Plymouth,,2849
E01015034,Plymouth 016B,,E05002079,Compton,,E06000026,Plymouth,,2850
E01014802,North Somerset 020D,,E05010298,Weston-super-Mare Central,,E06000024,North Somerset,,2851
E01014799,North Somerset 020A,,E05010298,Weston-super-Mare Central,,E06000024,North Somerset,,2852
E01014801,North Somerset 020C,,E05010298,Weston-super-Mare Central,,E06000024,North Somerset,,2853
E01014800,North Somerset 020B,,E05010298,Weston-super-Mare Central,,E06000024,North Somerset,,2854
E01014841,North Somerset 018A,,E05010299,Weston-super-Mare Hillside,,E06000024,North Somerset,,2855
E01014845,North Somerset 018E,,E05010299,Weston-super-Mare Hillside,,E06000024,North Somerset,,2856
E01014844,North Somerset 018D,,E05010299,Weston-super-Mare Hillside,,E06000024,North Somerset,,2857
E01014843,North Somerset 018C,,E05010299,Weston-super-Mare Hillside,,E06000024,North Somerset,,2858
E01014846,North Somerset 018F,,E05010299,Weston-super-Mare Hillside,,E06000024,North Somerset,,2859
E01014842,North Somerset 018B,,E05010299,Weston-super-Mare Hillside,,E06000024,North Somerset,,2860
E01014818,North Somerset 017E,,E05010300,Weston-super-Mare Kewstoke,,E06000024,North Somerset,,2861
E01014820,North Somerset 016B,,E05010300,Weston-super-Mare Kewstoke,,E06000024,North Somerset,,2862
E01014774,North Somerset 014D,,E05010300,Weston-super-Mare Kewstoke,,E06000024,North Somerset,,2863
E01014819,North Somerset 017F,,E05010300,Weston-super-Mare Kewstoke,,E06000024,North Somerset,,2864
E01014835,North Somerset 016C,,E05010301,Weston-super-Mare Mid Worle,,E06000024,North Somerset,,2865
E01014817,North Somerset 016A,,E05010301,Weston-super-Mare Mid Worle,,E06000024,North Somerset,,2866
E01014824,North Somerset 015D,,E05010301,Weston-super-Mare Mid Worle,,E06000024,North Somerset,,2867
E01014815,North Somerset 017C,,E05010302,Weston-super-Mare Milton,,E06000024,North Somerset,,2868
E01014812,North Somerset 017A,,E05010302,Weston-super-Mare Milton,,E06000024,North Somerset,,2869
E01014809,North Somerset 020E,,E05010302,Weston-super-Mare Milton,,E06000024,North Somerset,,2870
E01014816,North Somerset 017D,,E05010302,Weston-super-Mare Milton,,E06000024,North Somerset,,2871
E01014813,North Somerset 017B,,E05010302,Weston-super-Mare Milton,,E06000024,North Somerset,,2872
E01014811,North Somerset 020F,,E05010302,Weston-super-Mare Milton,,E06000024,North Somerset,,2873
E01014826,North Somerset 015F,,E05010303,Weston-super-Mare North Worle,,E06000024,North Somerset,,2874
E01014827,North Somerset 015G,,E05010303,Weston-super-Mare North Worle,,E06000024,North Somerset,,2875
E01014825,North Somerset 015E,,E05010303,Weston-super-Mare North Worle,,E06000024,North Somerset,,2876
E01014822,North Somerset 015B,,E05010303,Weston-super-Mare North Worle,,E06000024,North Somerset,,2877
E01014823,North Somerset 015C,,E05010303,Weston-super-Mare North Worle,,E06000024,North Somerset,,2878
E01014821,North Somerset 015A,,E05010303,Weston-super-Mare North Worle,,E06000024,North Somerset,,2879
E01014840,North Somerset 016F,,E05010304,Weston-super-Mare South Worle,,E06000024,North Somerset,,2880
E01032672,North Somerset 026E,,E05010304,Weston-super-Mare South Worle,,E06000024,North Somerset,,2881
E01014838,North Somerset 016E,,E05010304,Weston-super-Mare South Worle,,E06000024,North Somerset,,2882
E01032673,North Somerset 026F,,E05010304,Weston-super-Mare South Worle,,E06000024,North Somerset,,2883
E01014836,North Somerset 016D,,E05010304,Weston-super-Mare South Worle,,E06000024,North Somerset,,2884
E01014839,North Somerset 026A,,E05010304,Weston-super-Mare South Worle,,E06000024,North Somerset,,2885
E01014805,North Somerset 025B,,E05010305,Weston-super-Mare Uphill,,E06000024,North Somerset,,2886
E01014808,North Somerset 022D,,E05010305,Weston-super-Mare Uphill,,E06000024,North Somerset,,2887
E01014803,North Somerset 025A,,E05010305,Weston-super-Mare Uphill,,E06000024,North Somerset,,2888
E01014804,North Somerset 022A,,E05010305,Weston-super-Mare Uphill,,E06000024,North Somerset,,2889
E01032670,North Somerset 027C,,E05010306,Weston-super-Mare Winterstoke,,E06000024,North Somerset,,2890
E01032679,North Somerset 027E,,E05010306,Weston-super-Mare Winterstoke,,E06000024,North Somerset,,2891
E01035215,North Somerset 027F,,E05010306,Weston-super-Mare Winterstoke,,E06000024,North Somerset,,2892
E01035216,North Somerset 027G,,E05010306,Weston-super-Mare Winterstoke,,E06000024,North Somerset,,2893
E01032671,North Somerset 027D,,E05010306,Weston-super-Mare Winterstoke,,E06000024,North Somerset,,2894
E01032669,North Somerset 027B,,E05010306,Weston-super-Mare Winterstoke,,E06000024,North Somerset,,2895
E01032666,North Somerset 026B,,E05010307,Wick St Lawrence & St Georges,,E06000024,North Somerset,,2896
E01032667,North Somerset 026C,,E05010307,Wick St Lawrence & St Georges,,E06000024,North Somerset,,2897
E01014773,North Somerset 014C,,E05010307,Wick St Lawrence & St Georges,,E06000024,North Somerset,,2898
E01032668,North Somerset 026D,,E05010307,Wick St Lawrence & St Georges,,E06000024,North Somerset,,2899
E01014847,North Somerset 013A,,E05010308,Winford,,E06000024,North Somerset,,2900
E01014767,North Somerset 004B,,E05010285,Gordano Valley,,E06000024,North Somerset,,2901
E01014848,North Somerset 013B,,E05010308,Winford,,E06000024,North Somerset,,2902
E01015005,South Gloucestershire 028C,,E05012117,Kingswood,,E06000025,South Gloucestershire,,2903
E01014669,Bristol 020D,,E05010909,Redland,,E06000023,"Bristol, City of",,2904
E01032680,North Somerset 006G,,E05010285,Gordano Valley,,E06000024,North Somerset,,2905
E01014740,North Somerset 011D,,E05010308,Winford,,E06000024,North Somerset,,2906
E01014854,North Somerset 013D,,E05010309,Wrington,,E06000024,North Somerset,,2907
E01014771,North Somerset 023E,,E05010286,Hutton & Locking,,E06000024,North Somerset,,2908
E01014853,North Somerset 013C,,E05010309,Wrington,,E06000024,North Somerset,,2909
E01014672,Bristol 017E,,E05010909,Redland,,E06000023,"Bristol, City of",,2910
E01035214,North Somerset 023H,,E05010286,Hutton & Locking,,E06000024,North Somerset,,2911
E01015007,South Gloucestershire 028D,,E05012117,Kingswood,,E06000025,South Gloucestershire,,2912
E01014857,North Somerset 012C,,E05010310,Yatton,,E06000024,North Somerset,,2913
E01014513,Bristol 016F,,E05010909,Redland,,E06000023,"Bristol, City of",,2914
E01014770,North Somerset 023D,,E05010286,Hutton & Locking,,E06000024,North Somerset,,2915
E01014935,South Gloucestershire 032F,,E05012118,Longwell Green,,E06000025,South Gloucestershire,,2916
E01014859,North Somerset 012E,,E05010310,Yatton,,E06000024,North Somerset,,2917
E01014670,Bristol 020E,,E05010909,Redland,,E06000023,"Bristol, City of",,2918
E01035213,North Somerset 023G,,E05010286,Hutton & Locking,,E06000024,North Somerset,,2919
E01014931,South Gloucestershire 032B,,E05012118,Longwell Green,,E06000025,South Gloucestershire,,2920
E01014856,North Somerset 012B,,E05010310,Yatton,,E06000024,North Somerset,,2921
E01014511,Bristol 016D,,E05010909,Redland,,E06000023,"Bristol, City of",,2922
E01014772,North Somerset 023F,,E05010286,Hutton & Locking,,E06000024,North Somerset,,2923
E01014934,South Gloucestershire 032E,,E05012118,Longwell Green,,E06000025,South Gloucestershire,,2924
E01014855,North Somerset 012A,,E05010310,Yatton,,E06000024,North Somerset,,2925
E01014668,Bristol 020C,,E05010909,Redland,,E06000023,"Bristol, City of",,2926
E01014849,North Somerset 006B,,E05010287,Long Ashton,,E06000024,North Somerset,,2927
E01014942,South Gloucestershire 030F,,E05012118,Longwell Green,,E06000025,South Gloucestershire,,2928
E01014860,North Somerset 012F,,E05010310,Yatton,,E06000024,North Somerset,,2929
E01014674,Bristol 027B,,E05010910,St George Central,,E06000023,"Bristol, City of",,2930
E01014852,North Somerset 006E,,E05010287,Long Ashton,,E06000024,North Somerset,,2931
E01014851,North Somerset 006D,,E05010287,Long Ashton,,E06000024,North Somerset,,2932
E01014850,North Somerset 006C,,E05010287,Long Ashton,,E06000024,North Somerset,,2933
E01014778,North Somerset 009D,,E05010288,Nailsea Golden Valley,,E06000024,North Somerset,,2934
E01014779,North Somerset 009E,,E05010288,Nailsea Golden Valley,,E06000024,North Somerset,,2935
E01014775,North Somerset 009A,,E05010288,Nailsea Golden Valley,,E06000024,North Somerset,,2936
E01014776,North Somerset 009B,,E05010288,Nailsea Golden Valley,,E06000024,North Somerset,,2937
E01014785,North Somerset 008F,,E05010289,Nailsea West End,,E06000024,North Somerset,,2938
E01014781,North Somerset 008B,,E05010289,Nailsea West End,,E06000024,North Somerset,,2939
E01014783,North Somerset 008D,,E05010289,Nailsea West End,,E06000024,North Somerset,,2940
E01014782,North Somerset 008C,,E05010290,Nailsea Yeo,,E06000024,North Somerset,,2941
E01014780,North Somerset 008A,,E05010290,Nailsea Yeo,,E06000024,North Somerset,,2942
E01014784,North Somerset 008E,,E05010291,Nailsea Youngwood,,E06000024,North Somerset,,2943
E01014777,North Somerset 009C,,E05010291,Nailsea Youngwood,,E06000024,North Somerset,,2944
E01014766,North Somerset 004A,,E05010292,Pill,,E06000024,North Somerset,,2945
E01014786,North Somerset 004C,,E05010292,Pill,,E06000024,North Somerset,,2946
E01014787,North Somerset 004D,,E05010292,Pill,,E06000024,North Somerset,,2947
E01035211,North Somerset 006H,,E05010293,Portishead East,,E06000024,North Somerset,,2948
E01032682,North Somerset 003F,,E05010293,Portishead East,,E06000024,North Somerset,,2949
E01032678,North Somerset 003E,,E05010293,Portishead East,,E06000024,North Somerset,,2950
E01032677,North Somerset 003D,,E05010293,Portishead East,,E06000024,North Somerset,,2951
E01032676,North Somerset 001F,,E05010293,Portishead East,,E06000024,North Somerset,,2952
E01014790,North Somerset 001B,,E05010294,Portishead North,,E06000024,North Somerset,,2953
E01032675,North Somerset 001E,,E05010294,Portishead North,,E06000024,North Somerset,,2954
E01032681,North Somerset 001G,,E05010294,Portishead North,,E06000024,North Somerset,,2955
E01014796,North Somerset 003C,,E05010295,Portishead South,,E06000024,North Somerset,,2956
E01014792,North Somerset 003B,,E05010295,Portishead South,,E06000024,North Somerset,,2957
E01014794,North Somerset 002C,,E05010296,Portishead West,,E06000024,North Somerset,,2958
E01014789,North Somerset 002A,,E05010296,Portishead West,,E06000024,North Somerset,,2959
E01014795,North Somerset 001C,,E05010296,Portishead West,,E06000024,North Somerset,,2960
E01014798,North Somerset 002D,,E05010296,Portishead West,,E06000024,North Somerset,,2961
E01014793,North Somerset 002B,,E05010296,Portishead West,,E06000024,North Somerset,,2962
